"OID","Country or Area","Year","Description","Magnitude","Value"
"21867C..ZF...","BOLIVIA","1985","UNEMPLOYMENT","THOUSANDS","58160"
"21867E..ZF...","BOLIVIA","1985","EMPLOYMENT","THOUSANDS","1685800"
"96367R..ZF...","BOSNIA & HERZEGOVINA","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","40.125"
"96367C..ZF...","BOSNIA & HERZEGOVINA","2008","UNEMPLOYMENT","THOUSANDS","493405"
"96367D..ZF...","BOSNIA & HERZEGOVINA","2008","LABOUR FORCE","THOUSANDS","1229900"
"96367E..ZF...","BOSNIA & HERZEGOVINA","2008","EMPLOYMENT","THOUSANDS","736490"
"61667E..ZF...","BOTSWANA","2008","EMPLOYMENT","THOUSANDS","315791"
"61667E..ZF...","BOTSWANA","2007","EMPLOYMENT","THOUSANDS","306045"
"61667E..ZF...","BOTSWANA","2006","EMPLOYMENT","THOUSANDS","298799"
"61667E..ZF...","BOTSWANA","2005","EMPLOYMENT","THOUSANDS","288827"
"61667E..ZF...","BOTSWANA","2004","EMPLOYMENT","THOUSANDS","297404"
"61667E..ZF...","BOTSWANA","2003","EMPLOYMENT","THOUSANDS","285383"
"61667E..ZF...","BOTSWANA","2002","EMPLOYMENT","THOUSANDS","278900"
"61667D..ZF...","BOTSWANA","2001","LABOUR FORCE","THOUSANDS","589780"
"61667E..ZF...","BOTSWANA","2001","EMPLOYMENT","THOUSANDS","270600"
"61667D..ZF...","BOTSWANA","2000","LABOUR FORCE","THOUSANDS","574151"
"61667E..ZF...","BOTSWANA","2000","EMPLOYMENT","THOUSANDS","265300"
"61667E..ZF...","BOTSWANA","1999","EMPLOYMENT","THOUSANDS","257100"
"61667D..ZF...","BOTSWANA","1998","LABOUR FORCE","THOUSANDS","556890"
"61667E..ZF...","BOTSWANA","1998","EMPLOYMENT","THOUSANDS","241700"
"61667E..ZF...","BOTSWANA","1997","EMPLOYMENT","THOUSANDS","229900"
"61667D..ZF...","BOTSWANA","1996","LABOUR FORCE","THOUSANDS","439933"
"61667E..ZF...","BOTSWANA","1996","EMPLOYMENT","THOUSANDS","237600"
"61667D..ZF...","BOTSWANA","1995","LABOUR FORCE","THOUSANDS","436530"
"61667E..ZF...","BOTSWANA","1995","EMPLOYMENT","THOUSANDS","233400"
"61667E..ZF...","BOTSWANA","1994","EMPLOYMENT","THOUSANDS","230600"
"61667E..ZF...","BOTSWANA","1993","EMPLOYMENT","THOUSANDS","227500"
"61667E..ZF...","BOTSWANA","1992","EMPLOYMENT","THOUSANDS","224800"
"61667D..ZF...","BOTSWANA","1991","LABOUR FORCE","THOUSANDS","432000"
"61667E..ZF...","BOTSWANA","1991","EMPLOYMENT","THOUSANDS","228800"
"61667E..ZF...","BOTSWANA","1990","EMPLOYMENT","THOUSANDS","208800"
"61667E..ZF...","BOTSWANA","1989","EMPLOYMENT","THOUSANDS","189500"
"61667E..ZF...","BOTSWANA","1988","EMPLOYMENT","THOUSANDS","169500"
"61667E..ZF...","BOTSWANA","1987","EMPLOYMENT","THOUSANDS","150200"
"61667E..ZF...","BOTSWANA","1986","EMPLOYMENT","THOUSANDS","130100"
"61667E..ZF...","BOTSWANA","1985","EMPLOYMENT","THOUSANDS","116800"
"22367R..ZF...","BRAZIL","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.89"
"22367R..ZF...","BRAZIL","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.3"
"22367C..ZF...","BRAZIL","2007","UNEMPLOYMENT","THOUSANDS","8548400"
"22367D..ZF...","BRAZIL","2007","LABOUR FORCE","THOUSANDS","92078500"
"22367E..ZF...","BRAZIL","2007","EMPLOYMENT","THOUSANDS","83530100"
"22367R..ZF...","BRAZIL","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.4"
"22367C..ZF...","BRAZIL","2006","UNEMPLOYMENT","THOUSANDS","8210230"
"22367D..ZF...","BRAZIL","2006","LABOUR FORCE","THOUSANDS","97528300"
"22367E..ZF...","BRAZIL","2006","EMPLOYMENT","THOUSANDS","89318100"
"22367R..ZF...","BRAZIL","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.4"
"22367C..ZF...","BRAZIL","2005","UNEMPLOYMENT","THOUSANDS","9052030"
"22367D..ZF...","BRAZIL","2005","LABOUR FORCE","THOUSANDS","96142000"
"22367E..ZF...","BRAZIL","2005","EMPLOYMENT","THOUSANDS","87090000"
"22367R..ZF...","BRAZIL","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.9"
"22367C..ZF...","BRAZIL","2004","UNEMPLOYMENT","THOUSANDS","8263510"
"22367D..ZF...","BRAZIL","2004","LABOUR FORCE","THOUSANDS","92859800"
"22367E..ZF...","BRAZIL","2004","EMPLOYMENT","THOUSANDS","84596300"
"22367R..ZF...","BRAZIL","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.32"
"22367C..ZF...","BRAZIL","2003","UNEMPLOYMENT","THOUSANDS","8639960"
"22367D..ZF...","BRAZIL","2003","LABOUR FORCE","THOUSANDS","88803500"
"22367E..ZF...","BRAZIL","2003","EMPLOYMENT","THOUSANDS","80163500"
"22367R..ZF...","BRAZIL","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.2"
"22367C..ZF...","BRAZIL","2002","UNEMPLOYMENT","THOUSANDS","7958480"
"22367D..ZF...","BRAZIL","2002","LABOUR FORCE","THOUSANDS","86917300"
"22367E..ZF...","BRAZIL","2002","EMPLOYMENT","THOUSANDS","78958900"
"22367R..ZF...","BRAZIL","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.1"
"22367C..ZF...","BRAZIL","2001","UNEMPLOYMENT","THOUSANDS","8493780"
"22367D..ZF...","BRAZIL","2001","LABOUR FORCE","THOUSANDS","83951800"
"22367E..ZF...","BRAZIL","2001","EMPLOYMENT","THOUSANDS","75458000"
"22367R..ZF...","BRAZIL","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.2"
"22367C..ZF...","BRAZIL","2000","UNEMPLOYMENT","THOUSANDS","7127430"
"22367D..ZF...","BRAZIL","2000","LABOUR FORCE","THOUSANDS","77467500"
"22367E..ZF...","BRAZIL","2000","EMPLOYMENT","THOUSANDS","70340000"
"22367R..ZF...","BRAZIL","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.6"
"22367C..ZF...","BRAZIL","1999","UNEMPLOYMENT","THOUSANDS","7639100"
"22367D..ZF...","BRAZIL","1999","LABOUR FORCE","THOUSANDS","79315300"
"22367E..ZF...","BRAZIL","1999","EMPLOYMENT","THOUSANDS","71676000"
"22367R..ZF...","BRAZIL","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","9"
"22367C..ZF...","BRAZIL","1998","UNEMPLOYMENT","THOUSANDS","6922600"
"22367D..ZF...","BRAZIL","1998","LABOUR FORCE","THOUSANDS","76885700"
"22367E..ZF...","BRAZIL","1998","EMPLOYMENT","THOUSANDS","69963000"
"22367R..ZF...","BRAZIL","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.8"
"22367C..ZF...","BRAZIL","1997","UNEMPLOYMENT","THOUSANDS","5881800"
"22367D..ZF...","BRAZIL","1997","LABOUR FORCE","THOUSANDS","75213300"
"22367E..ZF...","BRAZIL","1997","EMPLOYMENT","THOUSANDS","69332000"
"22367R..ZF...","BRAZIL","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","7"
"22367C..ZF...","BRAZIL","1996","UNEMPLOYMENT","THOUSANDS","5076200"
"22367D..ZF...","BRAZIL","1996","LABOUR FORCE","THOUSANDS","72997000"
"22367E..ZF...","BRAZIL","1996","EMPLOYMENT","THOUSANDS","67920000"
"22367R..ZF...","BRAZIL","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.1"
"22367C..ZF...","BRAZIL","1995","UNEMPLOYMENT","THOUSANDS","4509800"
"22367D..ZF...","BRAZIL","1995","LABOUR FORCE","THOUSANDS","74138400"
"22367E..ZF...","BRAZIL","1995","EMPLOYMENT","THOUSANDS","69629000"
"22367R..ZF...","BRAZIL","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.06667"
"22367R..ZF...","BRAZIL","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.2"
"22367C..ZF...","BRAZIL","1993","UNEMPLOYMENT","THOUSANDS","4396000"
"22367D..ZF...","BRAZIL","1993","LABOUR FORCE","THOUSANDS","67159400"
"22367E..ZF...","BRAZIL","1993","EMPLOYMENT","THOUSANDS","66570000"
"22367R..ZF...","BRAZIL","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.5"
"22367C..ZF...","BRAZIL","1992","UNEMPLOYMENT","THOUSANDS","4574000"
"22367D..ZF...","BRAZIL","1992","LABOUR FORCE","THOUSANDS","66139300"
"22367E..ZF...","BRAZIL","1992","EMPLOYMENT","THOUSANDS","65395000"
"22367R..ZF...","BRAZIL","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.7"
"22367C..ZF...","BRAZIL","1990","UNEMPLOYMENT","THOUSANDS","2367500"
"22367E..ZF...","BRAZIL","1990","EMPLOYMENT","THOUSANDS","62100000"
"22367R..ZF...","BRAZIL","1989","UNEMPLOYMENT RATE","PERCENT PER ANNU","3"
"22367C..ZF...","BRAZIL","1989","UNEMPLOYMENT","THOUSANDS","1891000"
"22367E..ZF...","BRAZIL","1989","EMPLOYMENT","THOUSANDS","60622000"
"22367R..ZF...","BRAZIL","1988","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.8"
"22367C..ZF...","BRAZIL","1988","UNEMPLOYMENT","THOUSANDS","2319400"
"22367E..ZF...","BRAZIL","1988","EMPLOYMENT","THOUSANDS","58729000"
"22367R..ZF...","BRAZIL","1987","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.6"
"22367C..ZF...","BRAZIL","1987","UNEMPLOYMENT","THOUSANDS","2133000"
"22367E..ZF...","BRAZIL","1987","EMPLOYMENT","THOUSANDS","57410000"
"22367R..ZF...","BRAZIL","1986","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.4"
"22367C..ZF...","BRAZIL","1986","UNEMPLOYMENT","THOUSANDS","1380200"
"22367E..ZF...","BRAZIL","1986","EMPLOYMENT","THOUSANDS","55436000"
"22367R..ZF...","BRAZIL","1985","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.4"
"22367C..ZF...","BRAZIL","1985","UNEMPLOYMENT","THOUSANDS","1875300"
"22367E..ZF...","BRAZIL","1985","EMPLOYMENT","THOUSANDS","53761000"
"22367R..ZF...","BRAZIL","1984","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.3"
"22367C..ZF...","BRAZIL","1984","UNEMPLOYMENT","THOUSANDS","2234300"
"51667R..ZF...","BRUNEI DARUSSALAM","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.7"
"51667C..ZF...","BRUNEI DARUSSALAM","2008","UNEMPLOYMENT","THOUSANDS","7000"
"51667D..ZF...","BRUNEI DARUSSALAM","2008","LABOUR FORCE","THOUSANDS","188800"
"51667E..ZF...","BRUNEI DARUSSALAM","2008","EMPLOYMENT","THOUSANDS","181800"
"51667R..ZF...","BRUNEI DARUSSALAM","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.4"
"51667C..ZF...","BRUNEI DARUSSALAM","2007","UNEMPLOYMENT","THOUSANDS","6300"
"51667D..ZF...","BRUNEI DARUSSALAM","2007","LABOUR FORCE","THOUSANDS","184800"
"51667E..ZF...","BRUNEI DARUSSALAM","2007","EMPLOYMENT","THOUSANDS","178500"
"51667R..ZF...","BRUNEI DARUSSALAM","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","4"
"51667C..ZF...","BRUNEI DARUSSALAM","2006","UNEMPLOYMENT","THOUSANDS","7300"
"51667D..ZF...","BRUNEI DARUSSALAM","2006","LABOUR FORCE","THOUSANDS","181700"
"51667E..ZF...","BRUNEI DARUSSALAM","2006","EMPLOYMENT","THOUSANDS","174400"
"51667R..ZF...","BRUNEI DARUSSALAM","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.1"
"51667C..ZF...","BRUNEI DARUSSALAM","2005","UNEMPLOYMENT","THOUSANDS","7200"
"51667D..ZF...","BRUNEI DARUSSALAM","2005","LABOUR FORCE","THOUSANDS","174500"
"51667E..ZF...","BRUNEI DARUSSALAM","2005","EMPLOYMENT","THOUSANDS","167300"
"51667R..ZF...","BRUNEI DARUSSALAM","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.5"
"51667C..ZF...","BRUNEI DARUSSALAM","2004","UNEMPLOYMENT","THOUSANDS","5800"
"51667D..ZF...","BRUNEI DARUSSALAM","2004","LABOUR FORCE","THOUSANDS","167200"
"51667E..ZF...","BRUNEI DARUSSALAM","2004","EMPLOYMENT","THOUSANDS","161400"
"51667R..ZF...","BRUNEI DARUSSALAM","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.4"
"51667C..ZF...","BRUNEI DARUSSALAM","2003","UNEMPLOYMENT","THOUSANDS","7100"
"51667D..ZF...","BRUNEI DARUSSALAM","2003","LABOUR FORCE","THOUSANDS","162600"
"51667E..ZF...","BRUNEI DARUSSALAM","2003","EMPLOYMENT","THOUSANDS","155500"
"51667C..ZF...","BRUNEI DARUSSALAM","2002","UNEMPLOYMENT","THOUSANDS","5552"
"51667E..ZF...","BRUNEI DARUSSALAM","2002","EMPLOYMENT","THOUSANDS","153300"
"51667C..ZF...","BRUNEI DARUSSALAM","2001","UNEMPLOYMENT","THOUSANDS","8558"
"51667E..ZF...","BRUNEI DARUSSALAM","2001","EMPLOYMENT","THOUSANDS","145600"
"51667C..ZF...","BRUNEI DARUSSALAM","2000","UNEMPLOYMENT","THOUSANDS","7026"
"51667E..ZF...","BRUNEI DARUSSALAM","2000","EMPLOYMENT","THOUSANDS","141300"
"51667C..ZF...","BRUNEI DARUSSALAM","1999","UNEMPLOYMENT","THOUSANDS","5233"
"51667E..ZF...","BRUNEI DARUSSALAM","1999","EMPLOYMENT","THOUSANDS","133500"
"51667C..ZF...","BRUNEI DARUSSALAM","1998","UNEMPLOYMENT","THOUSANDS","6457"
"51667C..ZF...","BRUNEI DARUSSALAM","1997","UNEMPLOYMENT","THOUSANDS","5484"
"51667C..ZF...","BRUNEI DARUSSALAM","1996","UNEMPLOYMENT","THOUSANDS","6349"
"51667C..ZF...","BRUNEI DARUSSALAM","1995","UNEMPLOYMENT","THOUSANDS","6203"
"91867R..ZF...","BULGARIA","2009","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","6.85"
"91867C..ZF...","BULGARIA","2009","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","237475"
"91867D..ZF...","BULGARIA","2009","LABOR FORCE","THOUSANDS","3467200"
"91867E..ZF...","BULGARIA","2009","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","3229750"
"91867R..ZF...","BULGARIA","2008","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","5.6"
"91867C..ZF...","BULGARIA","2008","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","199700"
"91867D..ZF...","BULGARIA","2008","LABOR FORCE","THOUSANDS","3560420"
"91867E..ZF...","BULGARIA","2008","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","3360700"
"91867R..ZF...","BULGARIA","2007","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","6.875"
"91867C..ZF...","BULGARIA","2007","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","240225"
"91867D..ZF...","BULGARIA","2007","LABOR FORCE","THOUSANDS","3492850"
"91867E..ZF...","BULGARIA","2007","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","3252600"
"91867R..ZF...","BULGARIA","2006","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","8.975"
"91867C..ZF...","BULGARIA","2006","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","305725"
"91867D..ZF...","BULGARIA","2006","LABOR FORCE","THOUSANDS","3415730"
"91867E..ZF...","BULGARIA","2006","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","3110000"
"91867R..ZF...","BULGARIA","2005","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","10.1"
"91867C..ZF...","BULGARIA","2005","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","334150"
"91867D..ZF...","BULGARIA","2005","LABOR FORCE","THOUSANDS","3316100"
"91867E..ZF...","BULGARIA","2005","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2981930"
"91867R..ZF...","BULGARIA","2004","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","12.025"
"91867C..ZF...","BULGARIA","2004","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","405400"
"91867D..ZF...","BULGARIA","2004","LABOR FORCE","THOUSANDS","3322250"
"91867E..ZF...","BULGARIA","2004","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2922520"
"91867R..ZF...","BULGARIA","2003","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","13.675"
"91867C..ZF...","BULGARIA","2003","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","448650"
"91867D..ZF...","BULGARIA","2003","LABOR FORCE","THOUSANDS","3283400"
"91867E..ZF...","BULGARIA","2003","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2834750"
"91867R..ZF...","BULGARIA","2002","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","17.8"
"91867C..ZF...","BULGARIA","2002","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","592400"
"91867D..ZF...","BULGARIA","2002","LABOR FORCE","THOUSANDS","2520090"
"91867E..ZF...","BULGARIA","2002","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1906000"
"91867R..ZF...","BULGARIA","2001","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","19.775"
"91867C..ZF...","BULGARIA","2001","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","663291"
"91867D..ZF...","BULGARIA","2001","LABOR FORCE","THOUSANDS","2563160"
"91867E..ZF...","BULGARIA","2001","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1899870"
"91867R..ZF...","BULGARIA","2000","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","16.85"
"91867C..ZF...","BULGARIA","2000","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","566800"
"91867D..ZF...","BULGARIA","2000","LABOR FORCE","THOUSANDS","2323210"
"91867E..ZF...","BULGARIA","2000","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1756410"
"91867R..ZF...","BULGARIA","1999","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","16"
"91867C..ZF...","BULGARIA","1999","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","536128"
"91867D..ZF...","BULGARIA","1999","LABOR FORCE","THOUSANDS","2488850"
"91867E..ZF...","BULGARIA","1999","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1952730"
"91867R..ZF...","BULGARIA","1998","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","12.2"
"91867C..ZF...","BULGARIA","1998","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","458681"
"91867D..ZF...","BULGARIA","1998","LABOR FORCE","THOUSANDS","2527170"
"91867E..ZF...","BULGARIA","1998","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2068620"
"91867R..ZF...","BULGARIA","1997","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","13.7"
"91867C..ZF...","BULGARIA","1997","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","535534"
"91867D..ZF...","BULGARIA","1997","LABOR FORCE","THOUSANDS","2678510"
"91867E..ZF...","BULGARIA","1997","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2155000"
"91867R..ZF...","BULGARIA","1996","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","12.5"
"91867C..ZF...","BULGARIA","1996","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","423681"
"91867D..ZF...","BULGARIA","1996","LABOR FORCE","THOUSANDS","2721170"
"91867E..ZF...","BULGARIA","1996","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2242400"
"91867R..ZF...","BULGARIA","1995","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","11.1"
"91867C..ZF...","BULGARIA","1995","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","427262"
"91867D..ZF...","BULGARIA","1995","LABOR FORCE","THOUSANDS","2265360"
"91867E..ZF...","BULGARIA","1995","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1838100"
"91867R..ZF...","BULGARIA","1994","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","12.4"
"91867C..ZF...","BULGARIA","1994","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","488440"
"91867D..ZF...","BULGARIA","1994","LABOR FORCE","THOUSANDS","2520540"
"91867E..ZF...","BULGARIA","1994","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2032730"
"91867R..ZF...","BULGARIA","1993","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","15.8417"
"91867C..ZF...","BULGARIA","1993","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","600801"
"91867D..ZF...","BULGARIA","1993","LABOR FORCE","THOUSANDS","2856030"
"91867E..ZF...","BULGARIA","1993","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2255220"
"91867R..ZF...","BULGARIA","1992","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","15.3"
"91867C..ZF...","BULGARIA","1992","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","499693"
"91867D..ZF...","BULGARIA","1992","LABOR FORCE","THOUSANDS","3239590"
"91867E..ZF...","BULGARIA","1992","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","2662700"
"91867R..ZF...","BULGARIA","1991","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","11.1"
"91867C..ZF...","BULGARIA","1991","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","419120"
"91867D..ZF...","BULGARIA","1991","LABOR FORCE","THOUSANDS","3623720"
"91867E..ZF...","BULGARIA","1991","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","3204600"
"91867R..ZF...","BULGARIA","1990","UNEMPLOYMENT RATE(%)","PERCENT PER ANNU","1.7"
"91867C..ZF...","BULGARIA","1990","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","65080"
"91867E..ZF...","BULGARIA","1990","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","3846300"
"91867E..ZF...","BULGARIA","1989","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","4085200"
"91867E..ZF...","BULGARIA","1988","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","4077600"
"91867E..ZF...","BULGARIA","1987","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","4108500"
"91867E..ZF...","BULGARIA","1986","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","4076500"
"91867E..ZF...","BULGARIA","1985","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","4094700"
"91867E..ZF...","BULGARIA","1984","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","4098000"
"74867E..ZF...","BURKINA FASO","1992","EMPLOYMENT","THOUSANDS","163070"
"74867E..ZF...","BURKINA FASO","1991","EMPLOYMENT","THOUSANDS","158150"
"74867E..ZF...","BURKINA FASO","1990","EMPLOYMENT","THOUSANDS","151700"
"74867E..ZF...","BURKINA FASO","1989","EMPLOYMENT","THOUSANDS","145560"
"74867E..ZF...","BURKINA FASO","1988","EMPLOYMENT","THOUSANDS","138390"
"74867E..ZF...","BURKINA FASO","1987","EMPLOYMENT","THOUSANDS","133620"
"74867E..ZF...","BURKINA FASO","1986","EMPLOYMENT","THOUSANDS","128090"
"61867C..ZF...","BURUNDI","1999","UNEMPLOYMENT","THOUSANDS","670"
"61867C..ZF...","BURUNDI","1998","UNEMPLOYMENT","THOUSANDS","2780"
"61867C..ZF...","BURUNDI","1997","UNEMPLOYMENT","THOUSANDS","1580"
"61867C..ZF...","BURUNDI","1996","UNEMPLOYMENT","THOUSANDS","490"
"61867C..ZF...","BURUNDI","1995","UNEMPLOYMENT","THOUSANDS","1350"
"61867C..ZF...","BURUNDI","1992","UNEMPLOYMENT","THOUSANDS","7313"
"61867C..ZF...","BURUNDI","1991","UNEMPLOYMENT","THOUSANDS","13832"
"61867E..ZF...","BURUNDI","1991","EMPLOYMENT","THOUSANDS","44741"
"61867C..ZF...","BURUNDI","1990","UNEMPLOYMENT","THOUSANDS","14741"
"61867E..ZF...","BURUNDI","1990","EMPLOYMENT","THOUSANDS","47255"
"61867C..ZF...","BURUNDI","1989","UNEMPLOYMENT","THOUSANDS","11096"
"61867E..ZF...","BURUNDI","1989","EMPLOYMENT","THOUSANDS","48624"
"61867C..ZF...","BURUNDI","1988","UNEMPLOYMENT","THOUSANDS","9285"
"61867E..ZF...","BURUNDI","1988","EMPLOYMENT","THOUSANDS","54251"
"61867C..ZF...","BURUNDI","1987","UNEMPLOYMENT","THOUSANDS","8208"
"61867E..ZF...","BURUNDI","1987","EMPLOYMENT","THOUSANDS","49780"
"61867C..ZF...","BURUNDI","1986","UNEMPLOYMENT","THOUSANDS","6825"
"61867E..ZF...","BURUNDI","1986","EMPLOYMENT","THOUSANDS","47297"
"61867C..ZF...","BURUNDI","1985","UNEMPLOYMENT","THOUSANDS","1923"
"61867E..ZF...","BURUNDI","1985","EMPLOYMENT","THOUSANDS","44696"
"52267D..ZF...","CAMBODIA","2001","LABOUR FORCE","THOUSANDS","5225000"
"52267D..ZF...","CAMBODIA","2000","LABOUR FORCE","THOUSANDS","5409000"
"52267D..ZF...","CAMBODIA","1999","LABOUR FORCE","THOUSANDS","5830000"
"52267D..ZF...","CAMBODIA","1998","LABOUR FORCE","THOUSANDS","5038380"
"52267D..ZF...","CAMBODIA","1997","LABOUR FORCE","THOUSANDS","4904000"
"52267D..ZF...","CAMBODIA","1996","LABOUR FORCE","THOUSANDS","4679600"
"52267D..ZF...","CAMBODIA","1993","LABOUR FORCE","THOUSANDS","4010000"
"52267D..ZF...","CAMBODIA","1992","LABOUR FORCE","THOUSANDS","3964000"
"15667R..ZF...","CANADA","2009","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.25833"
"15667C..ZF...","CANADA","2009","UNEMPLOYMENT","THOUSANDS","1519820"
"15667EY.ZF...","CANADA","2009","MANUFACTURING EMPLOYMENT 2005=100","INDEX NUMBER","80.8136"
"15667D..ZF...","CANADA","2009","LABOUR FORCE","THOUSANDS","18368700"
"15667E..ZF...","CANADA","2009","EMPLOYMENT","THOUSANDS","16848900"
"15667R..ZF...","CANADA","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.125"
"15667C..ZF...","CANADA","2008","UNEMPLOYMENT","THOUSANDS","1119280"
"15667EY.ZF...","CANADA","2008","MANUFACTURING EMPLOYMENT 2005=100","INDEX NUMBER","91.0443"
"15667D..ZF...","CANADA","2008","LABOUR FORCE","THOUSANDS","18245100"
"15667E..ZF...","CANADA","2008","EMPLOYMENT","THOUSANDS","17125900"
"15667R..ZF...","CANADA","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.025"
"15667C..ZF...","CANADA","2007","UNEMPLOYMENT","THOUSANDS","1079430"
"15667EY.ZF...","CANADA","2007","MANUFACTURING EMPLOYMENT 2005=100","INDEX NUMBER","95.6601"
"15667D..ZF...","CANADA","2007","LABOUR FORCE","THOUSANDS","17945900"
"15667E..ZF...","CANADA","2007","EMPLOYMENT","THOUSANDS","16866400"
"15667R..ZF...","CANADA","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.29167"
