"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Costa Rica","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","893930",""
"Costa Rica","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","782065",""
"Costa Rica","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","134283",""
"Costa Rica","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","111977",""
"Costa Rica","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","92666",""
"Costa Rica","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","77838",""
"Costa Rica","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","67951",""
"Costa Rica","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","630462",""
"Costa Rica","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","640598",""
"Costa Rica","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","614360",""
"Costa Rica","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","565199",""
"Costa Rica","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","494697",""
"Costa Rica","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","768733",""
"Costa Rica","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","765514",""
"Costa Rica","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","719458",""
"Costa Rica","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","652385",""
"Costa Rica","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","585448",""
"Costa Rica","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","439745",""
"Costa Rica","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","384644",""
"Costa Rica","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","320062",""
"Costa Rica","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","299296",""
"Costa Rica","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","303238",""
"Costa Rica","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1451692",""
"Costa Rica","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1257744",""
"Costa Rica","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1068542",""
"Costa Rica","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","927136",""
"Costa Rica","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","813025",""
"Costa Rica","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","117630",""
"Costa Rica","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","99443",""
"Costa Rica","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","84662",""
"Costa Rica","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","72632",""
"Costa Rica","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","65653",""
"Côte d’Ivoire","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3876346",""
"Côte d’Ivoire","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","3676204",""
"Côte d’Ivoire","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3387657",""
"Côte d’Ivoire","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2943700",""
"Côte d’Ivoire","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2416755",""
"Côte d’Ivoire","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","4541927",""
"Côte d’Ivoire","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4288729",""
"Côte d’Ivoire","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3873168",""
"Côte d’Ivoire","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3326249",""
"Côte d’Ivoire","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2716008",""
"Côte d’Ivoire","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2014459",""
"Côte d’Ivoire","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1753197",""
"Côte d’Ivoire","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1386463",""
"Côte d’Ivoire","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1108372",""
"Côte d’Ivoire","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","894822",""
"Côte d’Ivoire","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","4972945",""
"Côte d’Ivoire","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4415796",""
"Côte d’Ivoire","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3696258",""
"Côte d’Ivoire","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3066162",""
"Côte d’Ivoire","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2509601",""
"Côte d’Ivoire","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","290095",""
"Côte d’Ivoire","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","245065",""
"Côte d’Ivoire","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","199506",""
"Côte d’Ivoire","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","162687",""
"Côte d’Ivoire","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","131836",""
"Côte d’Ivoire","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3880076",""
"Côte d’Ivoire","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","3682190",""
"Côte d’Ivoire","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3392288",""
"Côte d’Ivoire","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2946702",""
"Côte d’Ivoire","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2418008",""
"Côte d’Ivoire","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","4546232",""
"Côte d’Ivoire","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4295523",""
"Côte d’Ivoire","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3879092",""
"Côte d’Ivoire","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3332193",""
"Côte d’Ivoire","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2721326",""
"Côte d’Ivoire","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2019284",""
"Côte d’Ivoire","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1768838",""
"Côte d’Ivoire","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1409357",""
"Côte d’Ivoire","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1143120",""
"Côte d’Ivoire","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","937110",""
"Côte d’Ivoire","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","5268312",""
"Côte d’Ivoire","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4773979",""
"Côte d’Ivoire","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","4100532",""
"Côte d’Ivoire","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3492017",""
"Côte d’Ivoire","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2895679",""
"Côte d’Ivoire","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","296927",""
"Côte d’Ivoire","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","255955",""
"Côte d’Ivoire","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","209637",""
"Côte d’Ivoire","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","168989",""
"Côte d’Ivoire","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","133881",""
"Croatia","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","344089",""
"Croatia","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","374383",""
"Croatia","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","425735",""
"Croatia","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","451700",""
"Croatia","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","458300",""
"Croatia","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","425582",""
"Croatia","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","464017",""
"Croatia","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","521366",""
"Croatia","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","541095",""
"Croatia","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","547746",""
"Croatia","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","293092",""
"Croatia","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","304394",""
"Croatia","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","311836",""
"Croatia","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","298500",""
"Croatia","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","307400",""
"Croatia","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1536731",""
"Croatia","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1530130",""
